week_start,week_end,tenant_id,tenant_name,calls_total,booking_rate,transfer_rate,abandon_rate,convert_after_refuse_pref_rate,top_reason_1
2026-02-10 00:00:00,2026-02-18 00:00:00,1,DEFAULT,5,0.00%,40.00%,0.00%,N/A,cancel_confirm_unclear_3
